Khách hàng,Đơn hàng,Số KHTK,LSX,Công đoạn,Mã thành phẩm,Mã công đoạn,Tên Công đoạn,Ngang,Dài,Trọng lượng,Mặt in,Màu,Số lượng đầu vào 1,Số lượng đầu vào 2,Ngày giao,Ngày SX,Ca,Máy,Tên CN,Đvt (1),Đvt (2),Đã SX số lượng 1,Đã SX số lượng 2,Phế số lượng 1,Phế số lượng 2
KH020005,SO2406-0004,MP24/06-068,LSX06/24-039,Công đoạn ép kiện,TPH455066G70TDUDW24.10A,TPH455066G70TDUDW24.10A,"[10A] Bao TP-PP, màu trắng đục, gập miệng vào trong 4cm (+/-1), K45.5x66PB, lồng HDPE-K48x75x13g, TL: PP-57g + PE-13g = 70g/bộ, MK: DW24 - 10A. [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc]",0,0,1,,,0,0,45463,45472,N,1,,Bộ,KG,630,44.1,0,0
KH020005,SO2406-0004,MP24/06-068,LSX06/24-039,Công đoạn ép kiện,TPH455066G70CAMDW24.08A,TPH455066G70CAMDW24.08A,"[08A] Bao TP-PP, màu cam, gập miệng vào trong 4cm (+/-1), K45.5x66PB, lồng HDPE-K48x75x13g, TL: PP-57g + PE-13g = 70g/bộ, MK: DW24 - 08A. [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc]",0,0,1,,,0,0,45463,45463,N,1,,Bộ,KG,25380,1733.5,0,0
KH010049,SO2406-0047,MP24/06-198,LSX06/24-087,Xô hông - Xếp hông.,TPH046080G81TDUXH.THH01,XEHTHH460TD.THH01,"Cuộn  PP-In, tráng hấp, trắng đục, K56.0cm xếp hông hai bên, mỗi bên 5.0cm,thành phẩm K46.0cm MK:THACH HONG - 01, TL: 81.25g/85cm.",0,0,1,,,0,0,45474,45472,N,1,,Cái,KG,1500,121.875,0,0
KH010049,SO2406-0047,MP24/06-198,LSX06/24-087,Xô hông - Xếp hông.,TPH046080G81TDUXH.THH01,XEHTHH460TD.THH01,"Cuộn  PP-In, tráng hấp, trắng đục, K56.0cm xếp hông hai bên, mỗi bên 5.0cm,thành phẩm K46.0cm MK:THACH HONG - 01, TL: 81.25g/85cm.",0,0,1,,,0,0,45474,45472,N,1,,Cái,KG,1500,121.875,0,0
KH010049,SO2406-0047,MP24/06-198,LSX06/24-087,Xô hông - Xếp hông.,TPH046080G81TDUXH.THH01,XEHTHH460TD.THH01,"Cuộn  PP-In, tráng hấp, trắng đục, K56.0cm xếp hông hai bên, mỗi bên 5.0cm,thành phẩm K46.0cm MK:THACH HONG - 01, TL: 81.25g/85cm.",0,0,1,,,0,0,45474,45472,N,1,,Cái,KG,1623,131.86879999999999,0,0
KH010049,SO2406-0047,MP24/06-198,LSX06/24-087,Xô hông - Xếp hông.,TPH046080G81TDUXH.THH01,XEHTHH460TD.THH01,"Cuộn  PP-In, tráng hấp, trắng đục, K56.0cm xếp hông hai bên, mỗi bên 5.0cm,thành phẩm K46.0cm MK:THACH HONG - 01, TL: 81.25g/85cm.",0,0,1,,,0,0,45474,45472,N,1,,Cái,KG,1500,121.875,0,0
KH010049,SO2406-0047,MP24/06-198,LSX06/24-087,Xô hông - Xếp hông.,TPH046080G81TDUXH.THH01,XEHTHH460TD.THH01,"Cuộn  PP-In, tráng hấp, trắng đục, K56.0cm xếp hông hai bên, mỗi bên 5.0cm,thành phẩm K46.0cm MK:THACH HONG - 01, TL: 81.25g/85cm.",0,0,1,,,0,0,45474,45472,N,1,,Cái,KG,1600,130,0,0
KH010049,SO2406-0047,MP24/06-198,LSX06/24-087,Xô hông - Xếp hông.,TPH046080G81TDUXH.THH01,XEHTHH460TD.THH01,"Cuộn  PP-In, tráng hấp, trắng đục, K56.0cm xếp hông hai bên, mỗi bên 5.0cm,thành phẩm K46.0cm MK:THACH HONG - 01, TL: 81.25g/85cm.",0,0,1,,,0,0,45474,45472,N,1,,Cái,KG,1430,116.1875,0,0
KH010049,SO2406-0047,MP24/06-198,LSX06/24-087,Xô hông - Xếp hông.,TPH046080G81TDUXH.THH01,XEHTHH460TD.THH01,"Cuộn  PP-In, tráng hấp, trắng đục, K56.0cm xếp hông hai bên, mỗi bên 5.0cm,thành phẩm K46.0cm MK:THACH HONG - 01, TL: 81.25g/85cm.",0,0,1,,,0,0,45474,45472,N,1,,Cái,KG,1500,121.875,0,0
KH010049,SO2406-0047,MP24/06-198,LSX06/24-087,Xô hông - Xếp hông.,TPH046080G81TDUXH.THH01,XEHTHH460TD.THH01,"Cuộn  PP-In, tráng hấp, trắng đục, K56.0cm xếp hông hai bên, mỗi bên 5.0cm,thành phẩm K46.0cm MK:THACH HONG - 01, TL: 81.25g/85cm.",0,0,1,,,0,0,45474,45472,N,1,,Cái,KG,1570,127.5625,0,0
