Đơn hàng,KHSX,Khách hàng,Mã hàng,Tên hàng,Note,BOM,Loại hàng,Ngày giao,Tỉ lệ,Số lượng 1,Số lượng 2
SO2305-0034,MP23/06-002,CÔNG TY TNHH CÔNG NGHỆ SINH HỌC SÀI GÒN XANH,HDPE0018-2,"Cuộn HDPE, K44.8cm, 17.0g/m, 22.0mic, trắng đục.","Sài Gòn Xanh, HĐ 004. 2023. Giao hàng từng đợt T06/2023",Version 2,TPH,6/2/2023,0.052,280000,14560
SO2305-0034,MP23/06-002,CÔNG TY TNHH CÔNG NGHỆ SINH HỌC SÀI GÒN XANH,HDPE0025-3,"Cuộn HDPE, K52.3cm, 20.0g/m, 22.0mic, trắng đục. [22TC] [Chú ý: Chỉ dùng cho mã THACU4TR520085080062TRDU]","Sài Gòn Xanh, HĐ 004. 2023. Giao hàng từng đợt T06/2023",Version 1,TPH,6/2/2023,0.075,300000,22500
SO2305-0034,MP23/06-002,CÔNG TY TNHH CÔNG NGHỆ SINH HỌC SÀI GÒN XANH,THACUSGX445100094055CA00,"Cuộn PP, lồng PE, màu cam, K44.5cm, MĐ: 10.12x9.4, 2.50mm, TL: PP 55g + PE 17.0g/m = 72g/m.","Sài Gòn Xanh, HĐ 004. 2023. Giao hàng từng đợt T06/2023",Version 2,TPH,6/2/2023,0.052,280000,14560
SO2305-0034,MP23/06-002,CÔNG TY TNHH CÔNG NGHỆ SINH HỌC SÀI GÒN XANH,THACUSGX520100094064CA00,"Cuộn PP, lồng PE, màu cam, K52.0cm, MĐ: 10.12x9.4, 2.50mm, TL: PP 64g/m + PE 20g/m = 84g/m. [Kiểm soát dung sai âm]","Sài Gòn Xanh, HĐ 004. 2023. Giao hàng từng đợt T06/2023",Version 1,TPH,6/2/2023,0.075,300000,22500
SO2305-0034,MP23/06-002,CÔNG TY TNHH CÔNG NGHỆ SINH HỌC SÀI GÒN XANH,INB435065CAMSGX.A01,"Bao PP-In, tráng trong, màu cam, K43.5x65PB (+/-1), MK: SGX A01 (20dm3), TL: 50.5g/cái (+/-1.5). [100 cái/xấp]","Sài Gòn Xanh, HĐ 004. 2023. Giao hàng từng đợt T06/2023",Version 2,TPH,6/2/2023,0.052,280000,14560
SO2305-0034,MP23/06-002,CÔNG TY TNHH CÔNG NGHỆ SINH HỌC SÀI GÒN XANH,THAINSGX510088CAM.B01,"Cuộn PP-In, tráng hấp, màu cam, K51cm, TL: 74.92g/88cm, MK: SGX-B01 (50dm3).","Sài Gòn Xanh, HĐ 004. 2023. Giao hàng từng đợt T06/2023",Version 1,TPH,6/2/2023,0.075,300000,22500
SO2305-0034,MP23/06-002,CÔNG TY TNHH CÔNG NGHỆ SINH HỌC SÀI GÒN XANH,CMA435065CAMSGX,"Bao PP, tráng hấp, màu cam, K43.5x65PB (+/-1), cắt thẳng 68cm (+/-1), đáy 1 lần/2 đường PP900D trắng, TL: 49.5g/cái (+/-1.5).","Sài Gòn Xanh, HĐ 004. 2023. Giao hàng từng đợt T06/2023",Version 2,TPH,6/2/2023,0.052,280000,14560
SO2305-0034,MP23/06-002,CÔNG TY TNHH CÔNG NGHỆ SINH HỌC SÀI GÒN XANH,CMA051085CAMSGX.B01,"Bao PP-In, tráng hấp, màu cam, K51x85PB (+/-1), cắt thẳng 88cm (+/-1), đáy 1 lần/2 đường PP900D trắng, MK: SGX B01 (50dm3), TL: 75.78g/cái (+/-2.2).","Sài Gòn Xanh, HĐ 004. 2023. Giao hàng từng đợt T06/2023",Version 1,TPH,6/2/2023,0.075,300000,22500
SO2305-0047,MP23/06-003,SAN MIGUEL YAMAMURA WOVEN PRODUCTS SDN BHD,0102129002000000,"Vải manh PP, trắng đục, K123cm (Xẻ 2 hông thành 2 manh 123cm), MĐ: 8x8, TL: 84.0g/m. [4000 mét/cuộn]/THACUSMY123080080084TRDU","SANMIGUEL, giao hàng T6-T7",Version 1,THA,7/1/2023,0.084,300000,25200
SO2305-0047,MP23/06-003,SAN MIGUEL YAMAMURA WOVEN PRODUCTS SDN BHD,0102129004000000,"Vải manh PP, trắng đục, K127cm (Xẻ 2 hông thành 2 manh 127cm), MĐ: 8x8, TL: 86.9g/m. [4000 mét/cuộn]/THACUSMY127080080869TRDU","SANMIGUEL, giao hàng T6-T7",Version 1,THA,7/1/2023,0.087,212000,18444
SO2305-0047,MP23/06-003,SAN MIGUEL YAMAMURA WOVEN PRODUCTS SDN BHD,SOI-SMY1,"Sợi PP denier 940D, bản chỉ 2.91mm (KH Sanmiguel)","SANMIGUEL, giao hàng T6-T7",Version 1,THA,7/1/2023,0.087,212000,18444
SO2305-0047,MP23/06-003,SAN MIGUEL YAMAMURA WOVEN PRODUCTS SDN BHD,SOI-SMY1,"Sợi PP denier 940D, bản chỉ 2.91mm (KH Sanmiguel)","SANMIGUEL, giao hàng T6-T7",Version 1,THA,7/1/2023,0.084,300000,25200
SO2305-0030,MP23/06-004,P &  P DONGWON/ SEOGANG DISTRIBUTION,SOI-DXL-01,"Sợi PP, màu xanh lá, 770D (cũ 830D), 2.60mm.",ĐH DONGWON/IN CÁI/GIAO HÀNG 22/06/ MAY LUỒNG DÂY CƯỚC XANH,Version 1,,6/15/2023,0.073,5000,365
SO2305-0030,MP23/06-004,P &  P DONGWON/ SEOGANG DISTRIBUTION,SOI-DCA-01,"Sợi PP, màu cam, 710D, 2.60mm.",ĐH DONGWON/IN CÁI/GIAO HÀNG 22/06/ MAY LUỒNG DÂY CƯỚC XANH,Version 1,,6/15/2023,0.067,13000,871
SO2305-0030,MP23/06-004,P &  P DONGWON/ SEOGANG DISTRIBUTION,SOI-DCA-01,"Sợi PP, màu cam, 710D, 2.60mm.",ĐH DONGWON/IN CÁI/GIAO HÀNG 22/06/ MAY LUỒNG DÂY CƯỚC XANH,Version 1,,6/15/2023,0.067,4000,268
SO2305-0030,MP23/06-004,P &  P DONGWON/ SEOGANG DISTRIBUTION,SOI-DCA-01,"Sợi PP, màu cam, 710D, 2.60mm.",ĐH DONGWON/IN CÁI/GIAO HÀNG 22/06/ MAY LUỒNG DÂY CƯỚC XANH,Version 1,,6/15/2023,0.067,5000,335
SO2305-0030,MP23/06-004,P &  P DONGWON/ SEOGANG DISTRIBUTION,SOI-DCA-01,"Sợi PP, màu cam, 710D, 2.60mm.",ĐH DONGWON/IN CÁI/GIAO HÀNG 22/06/ MAY LUỒNG DÂY CƯỚC XANH,Version 1,,6/15/2023,0.067,18000,1206
SO2305-0030,MP23/06-004,P &  P DONGWON/ SEOGANG DISTRIBUTION,SOI-DCA-01,"Sợi PP, màu cam, 710D, 2.60mm.",ĐH DONGWON/IN CÁI/GIAO HÀNG 22/06/ MAY LUỒNG DÂY CƯỚC XANH,Version 1,,6/15/2023,0.067,5000,335
SO2305-0030,MP23/06-004,P &  P DONGWON/ SEOGANG DISTRIBUTION,SOI-DCA-01,"Sợi PP, màu cam, 710D, 2.60mm.",ĐH DONGWON/IN CÁI/GIAO HÀNG 22/06/ MAY LUỒNG DÂY CƯỚC XANH,Version 1,,6/15/2023,0.067,20000,1340
SO2305-0030,MP23/06-004,P &  P DONGWON/ SEOGANG DISTRIBUTION,SOI-DCA-01,"Sợi PP, màu cam, 710D, 2.60mm.",ĐH DONGWON/IN CÁI/GIAO HÀNG 22/06/ MAY LUỒNG DÂY CƯỚC XANH,Version 1,,6/15/2023,0.067,25000,1675
SO2305-0030,MP23/06-004,P &  P DONGWON/ SEOGANG DISTRIBUTION,SOI-DCA-01,"Sợi PP, màu cam, 710D, 2.60mm.",ĐH DONGWON/IN CÁI/GIAO HÀNG 22/06/ MAY LUỒNG DÂY CƯỚC XANH,Version 1,,6/15/2023,0.067,12000,804
SO2305-0030,MP23/06-004,P &  P DONGWON/ SEOGANG DISTRIBUTION,SOI-DCA-01,"Sợi PP, màu cam, 710D, 2.60mm.",ĐH DONGWON/IN CÁI/GIAO HÀNG 22/06/ MAY LUỒNG DÂY CƯỚC XANH,Version 1,,6/15/2023,0.067,20000,1340
SO2305-0030,MP23/06-004,P &  P DONGWON/ SEOGANG DISTRIBUTION,MLD455068CAMDW23.01A,"[MLD] Bao PP, màu cam, K45.5x68PB, may miệng luồn dây cước xanh 130cm-2g, TL: 52.38g/cái, MK: DW23 - 01A",ĐH DONGWON/IN CÁI/GIAO HÀNG 22/06/ MAY LUỒNG DÂY CƯỚC XANH,Version 1,,6/15/2023,0.067,18000,1206
SO2305-0030,MP23/06-004,P &  P DONGWON/ SEOGANG DISTRIBUTION,MLD455068CAMDW23.02A,"[MLD] Bao PP, màu cam, K45.5x68PB, may miệng luồn dây cước xanh 130cm-2g, TL: 52.38g/cái, MK: DW23 - 02A",ĐH DONGWON/IN CÁI/GIAO HÀNG 22/06/ MAY LUỒNG DÂY CƯỚC XANH,Version 1,,6/15/2023,0.067,13000,871
SO2305-0030,MP23/06-004,P &  P DONGWON/ SEOGANG DISTRIBUTION,MLD455068CAMDW23.03A,"[MLD] Bao PP, màu cam, K45.5x68PB, may miệng luồn dây cước xanh 130cm-2g, TL: 52.38g/cái, MK: DW23 - 03A",ĐH DONGWON/IN CÁI/GIAO HÀNG 22/06/ MAY LUỒNG DÂY CƯỚC XANH,Version 1,,6/15/2023,0.067,20000,1340
SO2305-0030,MP23/06-004,P &  P DONGWON/ SEOGANG DISTRIBUTION,MLD455068CAMDW23.03B,"[MLD] Bao PP, màu cam, K45.5x68PB, may miệng luồn dây cước xanh 130cm-2g, TL: 52.38g/cái, MK: DW23 - 03B",ĐH DONGWON/IN CÁI/GIAO HÀNG 22/06/ MAY LUỒNG DÂY CƯỚC XANH,Version 1,,6/15/2023,0.067,5000,335
SO2305-0030,MP23/06-004,P &  P DONGWON/ SEOGANG DISTRIBUTION,MLD455068CAMDW23.04A,"[MLD] Bao PP, màu cam, K45.5x68PB, may miệng luồn dây cước xanh 130cm-2g, TL: 52.38g/cái, MK: DW23 - 04A",ĐH DONGWON/IN CÁI/GIAO HÀNG 22/06/ MAY LUỒNG DÂY CƯỚC XANH,Version 1,,6/15/2023,0.067,4000,268
SO2305-0030,MP23/06-004,P &  P DONGWON/ SEOGANG DISTRIBUTION,MLD455068CAMDW23.08A1,"[MLD] Bao PP, màu cam, K45.5x68PB, may miệng luồn dây cước xanh 130cm-2g, TL: 52.38g/cái, MK: DW23 - 08A1",ĐH DONGWON/IN CÁI/GIAO HÀNG 22/06/ MAY LUỒNG DÂY CƯỚC XANH,Version 1,,6/15/2023,0.067,20000,1340
SO2305-0030,MP23/06-004,P &  P DONGWON/ SEOGANG DISTRIBUTION,MLD455068CAMDW23.09A,"[MLD] Bao PP, màu cam, K45.5x68PB, may miệng luồn dây cước xanh 130cm-2g, TL: 52.38g/cái, MK: DW23 - 09A",ĐH DONGWON/IN CÁI/GIAO HÀNG 22/06/ MAY LUỒNG DÂY CƯỚC XANH,Version 1,,6/15/2023,0.067,25000,1675
SO2305-0030,MP23/06-004,P &  P DONGWON/ SEOGANG DISTRIBUTION,MLD455068CAMDW23.09B,"[MLD] Bao PP, màu cam, K45.5x68PB, may miệng luồn dây cước xanh 130cm-2g, TL: 52.38g/cái, MK: DW23 - 09B",ĐH DONGWON/IN CÁI/GIAO HÀNG 22/06/ MAY LUỒNG DÂY CƯỚC XANH,Version 1,,6/15/2023,0.067,5000,335
SO2305-0030,MP23/06-004,P &  P DONGWON/ SEOGANG DISTRIBUTION,MLD455068CAMDW23.12A,"[MLD] Bao PP, màu cam, K45.5x68PB, may miệng luồn dây cước xanh 130cm-2g, TL: 52.38g/cái, MK: DW23 - 12A",ĐH DONGWON/IN CÁI/GIAO HÀNG 22/06/ MAY LUỒNG DÂY CƯỚC XANH,Version 1,,6/15/2023,0.067,12000,804
SO2305-0030,MP23/06-004,P &  P DONGWON/ SEOGANG DISTRIBUTION,LOB-HD455068CAMDW23.01A,"[Lồng bao] Bao PP, màu cam, K45.5x68PB, lồng HDPE K48x75LLx13g, may miệng luồn dây cước xanh 130cm, TL: PP-52.38g + HDPE-13g = 65.38g/bộ, MK: DW23 - 01A",ĐH DONGWON/IN CÁI/GIAO HÀNG 22/06/ MAY LUỒNG DÂY CƯỚC XANH,Version 1,,6/15/2023,0.067,18000,1206
SO2305-0030,MP23/06-004,P &  P DONGWON/ SEOGANG DISTRIBUTION,LOB-HD455068CAMDW23.02A,"[Lồng bao] Bao PP, màu cam, K45.5x68PB, lồng HDPE K48x75LLx13g, may miệng luồn dây cước xanh 130cm, TL: PP-52.38g + HDPE-13g = 65.38g/bộ, MK: DW23 - 02A",ĐH DONGWON/IN CÁI/GIAO HÀNG 22/06/ MAY LUỒNG DÂY CƯỚC XANH,Version 1,,6/15/2023,0.067,13000,871
SO2305-0030,MP23/06-004,P &  P DONGWON/ SEOGANG DISTRIBUTION,LOB-HD455068CAMDW23.03A,"[Lồng bao] Bao PP, màu cam, K45.5x68PB, lồng HDPE K48x75LLx13g, may miệng luồn dây cước xanh 130cm, TL: PP-52.38g + HDPE-13g = 65.38g/bộ, MK: DW23 - 03A",ĐH DONGWON/IN CÁI/GIAO HÀNG 22/06/ MAY LUỒNG DÂY CƯỚC XANH,Version 1,,6/15/2023,0.067,20000,1340
SO2305-0030,MP23/06-004,P &  P DONGWON/ SEOGANG DISTRIBUTION,LOB-HD455068CAMDW23.03B,"[Lồng bao] Bao PP, màu cam, K45.5x68PB, lồng HDPE K48x75LLx13g, may miệng luồn dây cước xanh 130cm, TL: PP-52.38g + HDPE-13g = 65.38g/bộ, MK: DW23 - 03B",ĐH DONGWON/IN CÁI/GIAO HÀNG 22/06/ MAY LUỒNG DÂY CƯỚC XANH,Version 1,,6/15/2023,0.067,5000,335
SO2305-0030,MP23/06-004,P &  P DONGWON/ SEOGANG DISTRIBUTION,LOB-HD455068CAMDW23.04A,"[Lồng bao] Bao PP, màu cam, K45.5x68PB, lồng HDPE K48x75LLx13g, may miệng luồn dây cước xanh 130cm, TL: PP-52.38g + HDPE-13g = 65.38g/bộ, MK: DW23 - 04A",ĐH DONGWON/IN CÁI/GIAO HÀNG 22/06/ MAY LUỒNG DÂY CƯỚC XANH,Version 1,,6/15/2023,0.067,4000,268
SO2305-0030,MP23/06-004,P &  P DONGWON/ SEOGANG DISTRIBUTION,LOB-HD455068CAMDW23.09A,"[Lồng bao] Bao PP, màu cam, K45.5x68PB, lồng HDPE K48x75LLx13g, may miệng luồn dây cước xanh 130cm, TL: PP-52.38g + HDPE-13g = 65.38g/bộ, MK: DW23 - 09A",ĐH DONGWON/IN CÁI/GIAO HÀNG 22/06/ MAY LUỒNG DÂY CƯỚC XANH,Version 1,,6/15/2023,0.067,25000,1675
SO2305-0030,MP23/06-004,P &  P DONGWON/ SEOGANG DISTRIBUTION,LOB-HD455068CAMDW23.09B,"[Lồng bao] Bao PP, màu cam, K45.5x68PB, lồng HDPE K48x75LLx13g, may miệng luồn dây cước xanh 130cm, TL: PP-52.38g + HDPE-13g = 65.38g/bộ, MK: DW23 - 09B",ĐH DONGWON/IN CÁI/GIAO HÀNG 22/06/ MAY LUỒNG DÂY CƯỚC XANH,Version 1,,6/15/2023,0.067,5000,335
SO2305-0030,MP23/06-004,P &  P DONGWON/ SEOGANG DISTRIBUTION,LOB-HD455068CAMDW23.12A,"[Lồng bao] Bao PP, màu cam, K45.5x68PB, lồng HDPE K48x75LLx13g, may miệng luồn dây cước xanh 130cm, TL: PP-52.38g + HDPE-13g = 65.38g/bộ, MK: DW23 - 12A",ĐH DONGWON/IN CÁI/GIAO HÀNG 22/06/ MAY LUỒNG DÂY CƯỚC XANH,Version 1,,6/15/2023,0.067,12000,804
SO2305-0030,MP23/06-004,P &  P DONGWON/ SEOGANG DISTRIBUTION,LOB-HD455068TDUDW23.01B,"[Lồng bao] Bao PP, trắng đục, K45.5x68PB, lồng HDPE K48x75LLx13g, may miệng luồn dây cước xanh 130cm, TL: PP-52.38g + HDPE-13g = 65.38g/bộ, MK: DW23 - 01B.",ĐH DONGWON/IN CÁI/GIAO HÀNG 22/06/ MAY LUỒNG DÂY CƯỚC XANH,Version 1,,6/15/2023,0.067,2000,134
SO2305-0030,MP23/06-004,P &  P DONGWON/ SEOGANG DISTRIBUTION,LOB-HD455068TDUDW23.03C,"[Lồng bao] Bao PP, trắng đục, K45.5x68PB, lồng HDPE K48x75LLx13g, may miệng luồn dây cước xanh 130cm, TL: PP-52.38g + HDPE-13g = 65.38g/bộ, MK:  DW23 - 03C.",ĐH DONGWON/IN CÁI/GIAO HÀNG 22/06/ MAY LUỒNG DÂY CƯỚC XANH,Version 1,,6/15/2023,0.067,2000,134
SO2305-0030,MP23/06-004,P &  P DONGWON/ SEOGANG DISTRIBUTION,LOB-HD455068TDUDW23.04B,"[Lồng bao] Bao PP, trắng đục, K45.5x68PB, lồng HDPE K48x75LLx13g, may miệng luồn dây cước xanh 130cm, TL: PP-52.38g + HDPE-13g = 65.38g/bộ, MK:  DW23 - 04B.",ĐH DONGWON/IN CÁI/GIAO HÀNG 22/06/ MAY LUỒNG DÂY CƯỚC XANH,Version 1,,6/15/2023,0.067,3000,201
SO2305-0030,MP23/06-004,P &  P DONGWON/ SEOGANG DISTRIBUTION,LOB-HD455068TDUDW23.08B,"[Lồng bao] Bao PP, trắng đục, K45.5x68PB, lồng HDPE K48x75LLx13g, may miệng luồn dây cước xanh 130cm, TL: PP-52.38g + HDPE-13g = 65.38g/bộ, MK:  DW23 - 08B",ĐH DONGWON/IN CÁI/GIAO HÀNG 22/06/ MAY LUỒNG DÂY CƯỚC XANH,Version 1,,6/15/2023,0.067,3000,201
SO2305-0030,MP23/06-004,P &  P DONGWON/ SEOGANG DISTRIBUTION,LOB-HD455068TDUDW23.09C,"[Lồng bao] Bao PP, trắng đục, K45.5x68PB, lồng HDPE K48x75LLx13g, may miệng luồn dây cước xanh 130cm, TL: PP-52.38g + HDPE-13g = 65.38g/bộ, MK:  DW23 - 09C",ĐH DONGWON/IN CÁI/GIAO HÀNG 22/06/ MAY LUỒNG DÂY CƯỚC XANH,Version 1,,6/15/2023,0.067,5000,335
SO2305-0030,MP23/06-004,P &  P DONGWON/ SEOGANG DISTRIBUTION,LOB-HD455068TDUDW23.13A,"[Lồng bao] Bao PP, trắng đục, K45.5x68PB, lồng HDPE K48x75LLx13g, may miệng luồn dây cước xanh 130cm, TL: PP-52.38g + HDPE-13g = 65.38g/bộ, MK:  DW23 - 13A",ĐH DONGWON/IN CÁI/GIAO HÀNG 22/06/ MAY LUỒNG DÂY CƯỚC XANH,Version 1,,6/15/2023,0.067,25000,1675
SO2305-0030,MP23/06-004,P &  P DONGWON/ SEOGANG DISTRIBUTION,MLD455068TDUDW23.01B,"[MLD] Bao PP, trắng đục, K45.5x68PB, may miệng luồn dây cước xanh 130cm-2g, TL: 52.38g/cái, MK: DW23 - 01B.",ĐH DONGWON/IN CÁI/GIAO HÀNG 22/06/ MAY LUỒNG DÂY CƯỚC XANH,Version 1,,6/15/2023,0.067,2000,134
SO2305-0030,MP23/06-004,P &  P DONGWON/ SEOGANG DISTRIBUTION,MLD455068TDUDW23.03C,"[MLD] Bao PP, trắng đục, K45.5x68PB, may miệng luồn dây cước xanh 130cm-2g, TL: 52.38g/cái, MK:  DW23 - 03C.",ĐH DONGWON/IN CÁI/GIAO HÀNG 22/06/ MAY LUỒNG DÂY CƯỚC XANH,Version 1,,6/15/2023,0.067,2000,134
SO2305-0030,MP23/06-004,P &  P DONGWON/ SEOGANG DISTRIBUTION,MLD455068TDUDW23.04B,"[MLD] Bao PP, trắng đục, K45.5x68PB, may miệng luồn dây cước xanh 130cm-2g, TL: 52.38g/cái, MK:  DW23 - 04B.",ĐH DONGWON/IN CÁI/GIAO HÀNG 22/06/ MAY LUỒNG DÂY CƯỚC XANH,Version 1,,6/15/2023,0.067,3000,201
SO2305-0030,MP23/06-004,P &  P DONGWON/ SEOGANG DISTRIBUTION,MLD455068TDUDW23.07B,"[MLD] Bao PP, màu trắng đục, K45.5x68PB, may miệng luồn dây cước xanh 130cm, TL: 52.38g/cái, MK: DW23 - 07B",ĐH DONGWON/IN CÁI/GIAO HÀNG 22/06/ MAY LUỒNG DÂY CƯỚC XANH,Version 1,,6/15/2023,0.073,5000,365
SO2305-0030,MP23/06-004,P &  P DONGWON/ SEOGANG DISTRIBUTION,MLD455068TDUDW23.08B,"[MLD] Bao PP, trắng đục, K45.5x68PB, may miệng luồn dây cước xanh 130cm-2g, TL: 52.38g/cái, MK:  DW23 - 08B.",ĐH DONGWON/IN CÁI/GIAO HÀNG 22/06/ MAY LUỒNG DÂY CƯỚC XANH,Version 1,,6/15/2023,0.067,3000,201
SO2305-0030,MP23/06-004,P &  P DONGWON/ SEOGANG DISTRIBUTION,MLD455068TDUDW23.09C,"[MLD] Bao PP, trắng đục, K45.5x68PB, may miệng luồn dây cước xanh 130cm-2g, TL: 52.38g/cái, MK:  DW23 - 09C.",ĐH DONGWON/IN CÁI/GIAO HÀNG 22/06/ MAY LUỒNG DÂY CƯỚC XANH,Version 1,,6/15/2023,0.067,5000,335
SO2305-0030,MP23/06-004,P &  P DONGWON/ SEOGANG DISTRIBUTION,MLD455068TDUDW23.13A,"[MLD] Bao PP, trắng đục, K45.5x68PB, may miệng luồn dây cước xanh 130cm-2g, TL: 52.38g/cái, MK: DW23 - 13A.",ĐH DONGWON/IN CÁI/GIAO HÀNG 22/06/ MAY LUỒNG DÂY CƯỚC XANH,Version 1,,6/15/2023,0.067,25000,1675
