Khách hàng,Đơn hàng,Số KHTK,LSX,Công đoạn,Mã thành phẩm,Mã công đoạn,Tên Công đoạn,Ngang,Dài,Trọng lượng,Mặt in,Màu,Số lượng đầu vào 1,Số lượng đầu vào 2,Ngày giao,Ngày SX,Ca,Máy,Tên CN,Đvt (1),Đvt (2),Đã SX số lượng 1,Đã SX số lượng 2,Phế số lượng 1,Phế số lượng 2
KH020013,SO2409-0023,MP24/12-041,LSX01/25-003,Công đoạn in cái (in thủ công),0119124001007000,INB050076TDPRE.GDHOUB,"Bao PP-In, trắng đục, K50(+1/-0.5)x76LL(+/-1), TL: 69.6g/cái (+/-2.1), MK: GD HORSE UB (5000124).",0,0,1,,,0,0,1/27/2025,1/11/2025,N,1,,CAI,KG,2500,174,3,30
KH020013,SO2409-0023,MP24/12-041,LSX01/25-003,Công đoạn in cái (in thủ công),0119124001007000,INB050076TDPRE.GDHOUB,"Bao PP-In, trắng đục, K50(+1/-0.5)x76LL(+/-1), TL: 69.6g/cái (+/-2.1), MK: GD HORSE UB (5000124).",0,0,1,,,0,0,1/27/2025,1/12/2025,N,1,,CAI,KG,2500,174,2,20
KH020013,SO2409-0023,MP24/12-041,LSX01/25-003,Công đoạn in cái (in thủ công),0119124001009000,INB050076TDPRE.GRHO386,"Bao PP-In, trắng đục, K50(+1/-0.5)x76LL(+/-1), TL: 69.6g/cái (+/-2.1),  MK: GRN H O PP 25KG (5000386).",0,0,1,,,0,0,1/27/2025,1/12/2025,N,1,,CAI,KG,2500,174,3,30
KH020013,SO2409-0023,MP24/12-041,LSX01/25-003,Công đoạn in cái (in thủ công),0119124001010000,INB050076TDPRE.GRHOUB,"Bao PP-In, trắng đục, K50(+1/-0.5)x76LL(+/-1), TL: 69.6g/cái (+/-2.1), MK: GREEN HORSE UB (Mã: 5000388) (2+1).",0,0,1,,,0,0,1/27/2025,1/12/2025,N,1,,CAI,KG,5000,348,5,50
KH010018,SO2408-0032,MP24/08-052,LSX01/25-054,Công đoạn cắt may tự động,TPH045055G30.28S5MPR16,CMA045055G29.58PR16,"Bao PP, sọc 5 màu, 16 Blue-White, K45x55LL (+/-1), cắt răng cưa dài 59cm, gấp đáy 1 lần/may 1 đường PP1200D xanh dương, TL: 29.585g/cái.",0,0,1,,,0,0,1/15/2025,1/8/2025,N,2,Phan Duy Thanh,CAI,KG,1500,44.385,0,0
KH010018,SO2408-0032,MP24/08-052,LSX01/25-054,Công đoạn cắt may tự động,TPH045055G30.28S5MPR16,CMA045055G29.58PR16,"Bao PP, sọc 5 màu, 16 Blue-White, K45x55LL (+/-1), cắt răng cưa dài 59cm, gấp đáy 1 lần/may 1 đường PP1200D xanh dương, TL: 29.585g/cái.",0,0,1,,,0,0,1/15/2025,1/9/2025,N,4,,CAI,KG,6050,179.0195,2.6,26
KH010018,SO2408-0032,MP24/08-052,LSX01/25-054,Công đoạn cắt may tự động,TPH045055G30.28S4MPR20,CMA045055G29.58PR20,"Bao PP, sọc 4 màu, 20 Red-Yellow, K45x55LL (+/-1), cắt răng cưa dài 59cm, gấp đáy 1 lần/may 1 đường PP1200D xanh dương, TL: 29.585g/cái.",0,0,1,,,0,0,1/15/2025,1/8/2025,N,2,Phan Duy Thanh,CAI,KG,7700,227.84,2,20
KH010018,SO2408-0032,MP24/08-052,LSX01/25-054,Công đoạn cắt may tự động,TPH045055G30.28S4MPR21,CMA045055G29.58PR21,"Bao PP, sọc 4 màu, 21 Blue-Red, K45x55LL (+/-1), cắt răng cưa dài 59cm, gấp đáy 1 lần/may 1 đường PP1200D xanh dương, TL: 29.585g/cái.",0,0,1,,,0,0,1/15/2025,1/7/2025,N,2,,CAI,KG,14900,440.891,5.1,51
KH010014,SO2501-0011,MP25/01-064,LSX01/25-050,Công đoạn cắt may tự động,TPH050074TTINT.ORGLEX108,CMA050074G073TT.INT,"Bao PP, trắng tẩy, K50(+1/-0.5)x74LL(+/-1), cắt răng cưa 79cm(+/-1), đáy 1 lần/2 đường PP900D trắng, TL: 73.28g/cái(+/-2.1). [Đếm tép: 100cái/tép]",0,0,1,,,0,0,1/16/2025,1/6/2025,D,1,,CAI,KG,2300,168.544,2,20
KH010014,SO2501-0011,MP25/01-064,LSX01/25-050,Công đoạn cắt may tự động,TPH050074TTINT.ORGLEX108,CMA050074G073TT.INT,"Bao PP, trắng tẩy, K50(+1/-0.5)x74LL(+/-1), cắt răng cưa 79cm(+/-1), đáy 1 lần/2 đường PP900D trắng, TL: 73.28g/cái(+/-2.1). [Đếm tép: 100cái/tép]",0,0,1,,,0,0,1/16/2025,1/7/2025,N,1,,CAI,KG,2738,200.6406,0,0
