Ngày lập đơn,Số KHSX,Số đơn hàng,Mã sản phẩm,Tên sản phẩm,KHTK SL (1),KHTK SL (2),Nhóm,Mã mặt hàng,Tên mặt hàng,Đvt (1),Đvt (2),Số lượng (1),Số lượng (2),Mã BTP,Tên hàng BTP,SLSX (1),SLSX (2)
10/7/2024,MP24/08-023,SO2408-0015,0119132012001000,"Manh tròn JB, trắng UV, K174.5-175.5cm x 132.0-133.0cm, TL: 776.0g (+/-5%), MK: HK+GRADE 2S1C (1+1). [UNP170gsm] [UP01050R3] [68”×52”-HK+GRADE 2S1C]",25000,19400,MANH,MANH175133G763TDUNP.HKGD,"Manh tròn PP, trắng đục UV, K175.5cmx133.0cm, TL: 763.92g/cái (+/-23.00), MK: HK+GRADE 2S1C (1+1). [UNP170gsm] [68”×52”-HK+GRADE 2S1C]",CAI,KG,25000,19098,0119132012001000,"Manh tròn JB, trắng UV, K174.5-175.5cm x 132.0-133.0cm, TL: 776.0g (+/-5%), MK: HK+GRADE 2S1C (1+1). [UNP170gsm] [UP01050R3] [68”×52”-HK+GRADE 2S1C]",25000,19400
10/7/2024,MP24/08-023,SO2408-0015,0119132012001000,"Manh tròn JB, trắng UV, K174.5-175.5cm x 132.0-133.0cm, TL: 776.0g (+/-5%), MK: HK+GRADE 2S1C (1+1). [UNP170gsm] [UP01050R3] [68”×52”-HK+GRADE 2S1C]",25000,19400,MANH,MANH175133G763TDUNP,"Manh tròn PP, trắng đục UV, K175.5cmx133.0cm, TL: 763.42g/cái (+/-23.00).",CAI,KG,25500,19467.21,MANH175133G763TDUNP.HKGD,"Manh tròn PP, trắng đục UV, K175.5cmx133.0cm, TL: 763.92g/cái (+/-23.00), MK: HK+GRADE 2S1C (1+1). [UNP170gsm] [68”×52”-HK+GRADE 2S1C]",25000,19098
10/7/2024,MP24/08-023,SO2408-0015,0119132012001000,"Manh tròn JB, trắng UV, K174.5-175.5cm x 132.0-133.0cm, TL: 776.0g (+/-5%), MK: HK+GRADE 2S1C (1+1). [UNP170gsm] [UP01050R3] [68”×52”-HK+GRADE 2S1C]",25000,19400,TPH-1552,THACAUNP175120122574TRDU,"Vải cuộn PP, K175.5cm, MĐ: 12.0x13.0, TL: 574.0g/m. [UNP170gsm]",M,KG,35441.175,20343.2345,MANH175133G763TDUNP,"Manh tròn PP, trắng đục UV, K175.5cmx133.0cm, TL: 763.42g/cái (+/-23.00).",25500,19467.21
10/7/2024,MP24/08-023,SO2408-0015,0119132012001000,"Manh tròn JB, trắng UV, K174.5-175.5cm x 132.0-133.0cm, TL: 776.0g (+/-5%), MK: HK+GRADE 2S1C (1+1). [UNP170gsm] [UP01050R3] [68”×52”-HK+GRADE 2S1C]",25000,19400,TPH-1551,SOI-JB54,"Sợi PP, trắng UV, 1160D,2.15mm (cũ 2.20mm).",KG,KG,7865.1818,7865.1818,THACAUNP175120122574TRDU,"Vải cuộn PP, K175.5cm, MĐ: 12.0x13.0, TL: 574.0g/m. [UNP170gsm]",35441.175,20343.23445
10/7/2024,MP24/08-023,SO2408-0015,0119132012001000,"Manh tròn JB, trắng UV, K174.5-175.5cm x 132.0-133.0cm, TL: 776.0g (+/-5%), MK: HK+GRADE 2S1C (1+1). [UNP170gsm] [UP01050R3] [68”×52”-HK+GRADE 2S1C]",25000,19400,PHUGIA,HAT-UV-EMH793,Hạt UV EMH793.,KG,KG,198.7807,198.7807,SOI-JB54,"Sợi PP, trắng UV, 1160D,2.15mm (cũ 2.20mm).",9865.182,9865.18
10/7/2024,MP24/08-023,SO2408-0015,0119132012001000,"Manh tròn JB, trắng UV, K174.5-175.5cm x 132.0-133.0cm, TL: 776.0g (+/-5%), MK: HK+GRADE 2S1C (1+1). [UNP170gsm] [UP01050R3] [68”×52”-HK+GRADE 2S1C]",25000,19400,HATTAICAL,HAT-TACKS-JB,Hạt Taical kéo sợi Jumbo. [Hanotech: HF006R] [Châu Âu: PP1002BRT],KG,KG,973.1471,973.1471,SOI-JB54,"Sợi PP, trắng UV, 1160D,2.15mm (cũ 2.20mm).",9865.182,9865.18
10/7/2024,MP24/08-023,SO2408-0015,0119132012001000,"Manh tròn JB, trắng UV, K174.5-175.5cm x 132.0-133.0cm, TL: 776.0g (+/-5%), MK: HK+GRADE 2S1C (1+1). [UNP170gsm] [UP01050R3] [68”×52”-HK+GRADE 2S1C]",25000,19400,HAT_PP,HAT-PPKC,Hạt nhựa PP kéo sợi.,KG,KG,6811.2317,6811.2317,SOI-JB54,"Sợi PP, trắng UV, 1160D,2.15mm (cũ 2.20mm).",9865.182,9865.18
10/7/2024,MP24/08-023,SO2408-0015,0119132012001000,"Manh tròn JB, trắng UV, K174.5-175.5cm x 132.0-133.0cm, TL: 776.0g (+/-5%), MK: HK+GRADE 2S1C (1+1). [UNP170gsm] [UP01050R3] [68”×52”-HK+GRADE 2S1C]",25000,19400,TPH-1551,SOI-JB55,"Sợi PP, trắng UV, 1850D, 5.0mm.",KG,KG,12752.6895,12752.6895,THACAUNP175120122574TRDU,"Vải cuộn PP, K175.5cm, MĐ: 12.0x13.0, TL: 574.0g/m. [UNP170gsm]",35441.175,20343.23445
10/7/2024,MP24/08-023,SO2408-0015,0119132012001000,"Manh tròn JB, trắng UV, K174.5-175.5cm x 132.0-133.0cm, TL: 776.0g (+/-5%), MK: HK+GRADE 2S1C (1+1). [UNP170gsm] [UP01050R3] [68”×52”-HK+GRADE 2S1C]",25000,19400,PHUGIA,HAT-UV-EMH793,Hạt UV EMH793.,KG,KG,322.305,322.305,SOI-JB55,"Sợi PP, trắng UV, 1850D, 5.0mm.",12752.6895,12752.6895
10/7/2024,MP24/08-023,SO2408-0015,0119132012001000,"Manh tròn JB, trắng UV, K174.5-175.5cm x 132.0-133.0cm, TL: 776.0g (+/-5%), MK: HK+GRADE 2S1C (1+1). [UNP170gsm] [UP01050R3] [68”×52”-HK+GRADE 2S1C]",25000,19400,HATTAICAL,HAT-TACKS-JB,Hạt Taical kéo sợi Jumbo. [Hanotech: HF006R] [Châu Âu: PP1002BRT],KG,KG,1577.8713,1577.8713,SOI-JB55,"Sợi PP, trắng UV, 1850D, 5.0mm.",12752.6895,12752.6895
10/7/2024,MP24/08-023,SO2408-0015,0119132012001000,"Manh tròn JB, trắng UV, K174.5-175.5cm x 132.0-133.0cm, TL: 776.0g (+/-5%), MK: HK+GRADE 2S1C (1+1). [UNP170gsm] [UP01050R3] [68”×52”-HK+GRADE 2S1C]",25000,19400,HAT_PP,HAT-PPKC,Hạt nhựa PP kéo sợi.,KG,KG,11043.8038,11043.8038,SOI-JB55,"Sợi PP, trắng UV, 1850D, 5.0mm.",12752.6895,12752.6895
10/7/2024,MP24/08-023,SO2408-0015,0119132012001000,"Manh tròn JB, trắng UV, K174.5-175.5cm x 132.0-133.0cm, TL: 776.0g (+/-5%), MK: HK+GRADE 2S1C (1+1). [UNP170gsm] [UP01050R3] [68”×52”-HK+GRADE 2S1C]",25000,19400,MDM,MUC-IN,"TL phụ thuộc vào số mặt in, màu, diện tích phủ.",KG,KG,9.74,9.74,MANH175133G763TDUNP.HKGD,"Manh tròn PP, trắng đục UV, K175.5cmx133.0cm, TL: 763.92g/cái (+/-23.00), MK: HK+GRADE 2S1C (1+1). [UNP170gsm] [68”×52”-HK+GRADE 2S1C]",25000,19098
10/7/2024,MP24/08-023,SO2408-0015,0119132012001000,"Manh tròn JB, trắng UV, K174.5-175.5cm x 132.0-133.0cm, TL: 776.0g (+/-5%), MK: HK+GRADE 2S1C (1+1). [UNP170gsm] [UP01050R3] [68”×52”-HK+GRADE 2S1C]",25000,19400,05,0500100080000000,"Dây đai ép kiện PET, màu xanh lá, K15.5mm, dày 0.6mm, bề mặt dập nổi, tension >350kgF, 20kg/cuộn.",CUON,KG,1.7,34,0119132012001000,"Manh tròn JB, trắng UV, K174.5-175.5cm x 132.0-133.0cm, TL: 776.0g (+/-5%), MK: HK+GRADE 2S1C (1+1). [UNP170gsm] [UP01050R3] [68”×52”-HK+GRADE 2S1C]",25000,19400
10/7/2024,MP24/08-023,SO2408-0015,0119132012001000,"Manh tròn JB, trắng UV, K174.5-175.5cm x 132.0-133.0cm, TL: 776.0g (+/-5%), MK: HK+GRADE 2S1C (1+1). [UNP170gsm] [UP01050R3] [68”×52”-HK+GRADE 2S1C]",25000,19400,09,5200110060020000,"Pallet gỗ xuất khẩu hàng hóa; kích thước = 90.0cm (W) x 120.0cm (L) x 15.0cm (H); pallet 4 chiều; tải trọng nâng 1000kg, tải trọng tĩnh 2000kg; hun trùng tiêu chuẩn ISPM15; độ ẩm <20%, gỗ mới.",CAI,CAI,40,40,0119132012001000,"Manh tròn JB, trắng UV, K174.5-175.5cm x 132.0-133.0cm, TL: 776.0g (+/-5%), MK: HK+GRADE 2S1C (1+1). [UNP170gsm] [UP01050R3] [68”×52”-HK+GRADE 2S1C]",25000,19400
10/1/2024,MP24/10-001,SO2409-0064,TPH455068G054CAM.DW.XXX,"Bao PP, màu cam,  K45.5x68PB=54g, may miệng luồn dây cước xanh 1.3m, TL: PP-52gr + dây-2gr = 54gr/bộ. [Lồng túi và Marka báo sau] [Dùng làm đơn hàng tổng].",8500,459,TPH-1551,SOI-DCA-01-1,"Sợi PP,dùng sủi màu cam, 710D, 2.60mm.",KG,KG,441.099,441.099,THACADOW455100110065CA00,"Cuộn PP, màu cam, K45.5cm (+/-0.5), MĐ: 10x11, TL: 65g/m (71.6gsm).",6695.79,435.22635
10/1/2024,MP24/10-001,SO2409-0064,TPH455068G054CAM.DW.XXX,"Bao PP, màu cam,  K45.5x68PB=54g, may miệng luồn dây cước xanh 1.3m, TL: PP-52gr + dây-2gr = 54gr/bộ. [Lồng túi và Marka báo sau] [Dùng làm đơn hàng tổng].",8500,459,HAT_PP,HAT-PPKC,Hạt nhựa PP kéo sợi.,KG,KG,267.3309,267.3309,SOI-DCA-01-1,"Sợi PP,dùng sủi màu cam, 710D, 2.60mm.",4000,4000
10/1/2024,MP24/10-001,SO2409-0064,TPH455068G054CAM.DW.XXX,"Bao PP, màu cam,  K45.5x68PB=54g, may miệng luồn dây cước xanh 1.3m, TL: PP-52gr + dây-2gr = 54gr/bộ. [Lồng túi và Marka báo sau] [Dùng làm đơn hàng tổng].",8500,459,HATTAICAL,HAT-TACKS,Hạt Taical kéo sợi,KG,KG,61.7847,61.7847,SOI-DCA-01-1,"Sợi PP,dùng sủi màu cam, 710D, 2.60mm.",4000,4000
10/1/2024,MP24/10-001,SO2409-0064,TPH455068G054CAM.DW.XXX,"Bao PP, màu cam,  K45.5x68PB=54g, may miệng luồn dây cước xanh 1.3m, TL: PP-52gr + dây-2gr = 54gr/bộ. [Lồng túi và Marka báo sau] [Dùng làm đơn hàng tổng].",8500,459,HATMAU,HAT-CAM-33102B,Hạt màu cam 33102B,KG,KG,7.6112,7.6112,SOI-DCA-01-1,"Sợi PP,dùng sủi màu cam, 710D, 2.60mm.",4000,4000
10/1/2024,MP24/10-001,SO2409-0064,TPH455068G054CAM.DW.XXX,"Bao PP, màu cam,  K45.5x68PB=54g, may miệng luồn dây cước xanh 1.3m, TL: PP-52gr + dây-2gr = 54gr/bộ. [Lồng túi và Marka báo sau] [Dùng làm đơn hàng tổng].",8500,459,SUI,SUI-MAUCAM,Sủi màu CAM,KG,KG,110.9887,110.9887,SOI-DCA-01-1,"Sợi PP,dùng sủi màu cam, 710D, 2.60mm.",4000,4000
10/1/2024,MP24/10-001,SO2409-0064,TPH455068G054VBT.DW.XXX,"Bao PP, vàng chanh biên trong suốt trong, K45.5x68PB=54g, may miệng luồn dây cước xanh 1.3 m, TL: PP-52g + dây-2g = 54g/bộ. [Lồng túi và Marka báo sau] [Dùng làm đơn hàng tổng]",12000,648,TPH-1551,SOI-DVA-04,"Sợi PP, màu vàng EMH22296 , 2.6mm, 720D.",KG,KG,277.116,277.116,THACADOW455100110065VABT,"Cuộn PP, vàng chanh hai biên 2.5cm trong suốt trong, K45.5cm (+/-0.5), MĐ: 10x11, TL: 65g/m (71.6gsm).",9452.88,614.4372
10/1/2024,MP24/10-001,SO2409-0064,TPH455068G054VBT.DW.XXX,"Bao PP, vàng chanh biên trong suốt trong, K45.5x68PB=54g, may miệng luồn dây cước xanh 1.3 m, TL: PP-52g + dây-2g = 54g/bộ. [Lồng túi và Marka báo sau] [Dùng làm đơn hàng tổng]",12000,648,HAT_PP,HAT-PPKC,Hạt nhựa PP kéo sợi.,KG,KG,203.2317,203.2317,SOI-DVA-04,"Sợi PP, màu vàng EMH22296 , 2.6mm, 720D.",0,0
10/1/2024,MP24/10-001,SO2409-0064,TPH455068G054VBT.DW.XXX,"Bao PP, vàng chanh biên trong suốt trong, K45.5x68PB=54g, may miệng luồn dây cước xanh 1.3 m, TL: PP-52g + dây-2g = 54g/bộ. [Lồng túi và Marka báo sau] [Dùng làm đơn hàng tổng]",12000,648,HATTAICAL,HAT-TACKS,Hạt Taical kéo sợi,KG,KG,71.1311,71.1311,SOI-DVA-04,"Sợi PP, màu vàng EMH22296 , 2.6mm, 720D.",0,0
10/1/2024,MP24/10-001,SO2409-0064,TPH455068G054VBT.DW.XXX,"Bao PP, vàng chanh biên trong suốt trong, K45.5x68PB=54g, may miệng luồn dây cước xanh 1.3 m, TL: PP-52g + dây-2g = 54g/bộ. [Lồng túi và Marka báo sau] [Dùng làm đơn hàng tổng]",12000,648,HATMAU,HAT-MVCA-22269,Hạt màu vàng EMH 22269 (Châu Âu),KG,KG,6.91,6.91,SOI-DVA-04,"Sợi PP, màu vàng EMH22296 , 2.6mm, 720D.",0,0
10/1/2024,MP24/10-001,SO2409-0064,TPH455068G054VBT.DW.XXX,"Bao PP, vàng chanh biên trong suốt trong, K45.5x68PB=54g, may miệng luồn dây cước xanh 1.3 m, TL: PP-52g + dây-2g = 54g/bộ. [Lồng túi và Marka báo sau] [Dùng làm đơn hàng tổng]",12000,648,TPH-1551,SOI-DTT-02,"Sợi PP, trắng trong, 720D, bản sợi 2.60mm.",KG,KG,345.612,345.612,THACADOW455100110065VABT,"Cuộn PP, vàng chanh hai biên 2.5cm trong suốt trong, K45.5cm (+/-0.5), MĐ: 10x11, TL: 65g/m (71.6gsm).",9452.88,614.4372
10/1/2024,MP24/10-001,SO2409-0064,TPH455068G054VBT.DW.XXX,"Bao PP, vàng chanh biên trong suốt trong, K45.5x68PB=54g, may miệng luồn dây cước xanh 1.3 m, TL: PP-52g + dây-2g = 54g/bộ. [Lồng túi và Marka báo sau] [Dùng làm đơn hàng tổng]",12000,648,HAT_PP,HAT-PPKC,Hạt nhựa PP kéo sợi.,KG,KG,348.7966,348.7966,SOI-DTT-02,"Sợi PP, trắng trong, 720D, bản sợi 2.60mm.",0,0
10/1/2024,MP24/10-001,SO2409-0064,TPH455068G054VBT.DW.XXX,"Bao PP, vàng chanh biên trong suốt trong, K45.5x68PB=54g, may miệng luồn dây cước xanh 1.3 m, TL: PP-52g + dây-2g = 54g/bộ. [Lồng túi và Marka báo sau] [Dùng làm đơn hàng tổng]",12000,648,HATTAICAL,HAT-TACKS,Hạt Taical kéo sợi,KG,KG,1.9995,1.9995,SOI-DTT-02,"Sợi PP, trắng trong, 720D, bản sợi 2.60mm.",0,0
10/1/2024,MP24/10-001,SO2409-0064,TPH455068G054VAC.DW.XXX,"Bao PP, vàng chanh, K45.5x68PB=54g, may miệng luồn dây cước xanh 1.3 m, TL: PP-52g + dây-2g = 54g/bộ. [Lồng túi và Marka báo sau] [Dùng làm đơn hàng tổng]",8900,480.6,TPH-1551,SOI-DVA-04,"Sợi PP, màu vàng EMH22296 , 2.6mm, 720D.",KG,KG,461.8566,461.8566,THACADOW455100110065VAC0,"Cuộn PP, vàng chanh, K45.5cm (+/-0.5), MĐ:10x11, TL: 65g/m (71.6gsm).",7010.886,455.70759
10/1/2024,MP24/10-001,SO2409-0064,TPH455068G054VAC.DW.XXX,"Bao PP, vàng chanh, K45.5x68PB=54g, may miệng luồn dây cước xanh 1.3 m, TL: PP-52g + dây-2g = 54g/bộ. [Lồng túi và Marka báo sau] [Dùng làm đơn hàng tổng]",8900,480.6,HAT_PP,HAT-PPKC,Hạt nhựa PP kéo sợi.,KG,KG,338.7169,338.7169,SOI-DVA-04,"Sợi PP, màu vàng EMH22296 , 2.6mm, 720D.",1038,1038
10/1/2024,MP24/10-001,SO2409-0064,TPH455068G054VAC.DW.XXX,"Bao PP, vàng chanh, K45.5x68PB=54g, may miệng luồn dây cước xanh 1.3 m, TL: PP-52g + dây-2g = 54g/bộ. [Lồng túi và Marka báo sau] [Dùng làm đơn hàng tổng]",8900,480.6,HATTAICAL,HAT-TACKS,Hạt Taical kéo sợi,KG,KG,118.5509,118.5509,SOI-DVA-04,"Sợi PP, màu vàng EMH22296 , 2.6mm, 720D.",1038,1038
10/1/2024,MP24/10-001,SO2409-0064,TPH455068G054VAC.DW.XXX,"Bao PP, vàng chanh, K45.5x68PB=54g, may miệng luồn dây cước xanh 1.3 m, TL: PP-52g + dây-2g = 54g/bộ. [Lồng túi và Marka báo sau] [Dùng làm đơn hàng tổng]",8900,480.6,HATMAU,HAT-MVCA-22269,Hạt màu vàng EMH 22269 (Châu Âu),KG,KG,11.5166,11.5166,SOI-DVA-04,"Sợi PP, màu vàng EMH22296 , 2.6mm, 720D.",1038,1038
10/1/2024,MP24/10-002,SO2409-0066,TPH055090G147TDLU.TSH528,"Bao TP-PP, trắng đục, may miệng, , K55.0x90PB(+/-1), lồng LDPE-K58x113x42g, TL: PP-105g + PE-42g = 147g/bộ, MK: TSH-528 [Ép kiện: 300cái/kiện, bắn đai 3 ngang x 2 dọc]",8000,1176,TPH-1553,COB055090G147TDLU.TSH528,"[Cột bao] Bao PP lồng PE, K55x90PB, TL: 147g/bộ, MK: TSH-528. [Cột bao: 1 tép 50 cái gấp đôi, 1 xấp gồm 2 tép (100 cái) trở đầu, buột dây chữ thập]",Bộ,KG,8000,1176,TPH055090G147TDLU.TSH528,"Bao TP-PP, trắng đục, may miệng, , K55.0x90PB(+/-1), lồng LDPE-K58x113x42g, TL: PP-105g + PE-42g = 147g/bộ, MK: TSH-528 [Ép kiện: 300cái/kiện, bắn đai 3 ngang x 2 dọc]",8000,1176
10/1/2024,MP24/10-002,SO2409-0066,TPH055090G147TDLU.TSH528,"Bao TP-PP, trắng đục, may miệng, , K55.0x90PB(+/-1), lồng LDPE-K58x113x42g, TL: PP-105g + PE-42g = 147g/bộ, MK: TSH-528 [Ép kiện: 300cái/kiện, bắn đai 3 ngang x 2 dọc]",8000,1176,LOB,LOB-LD055090TDLU.TSH528,"[LỒNG BAO]Bao PP trắng đục K55x90PB,miệng gấp 1 lần may 1 đường PP600D), gấp đáy 2 lần may 2 đường 900D,TL PP: 104.41g/cái, lồng túi LDPE 58x113(+1/-0) TL túi 42gr (+/-1), tổng cộng 146.41 (gr/bộ), MK: TSH-528",Bộ,KG,8000,1171.28,COB055090G147TDLU.TSH528,"[Cột bao] Bao PP lồng PE, K55x90PB, TL: 147g/bộ, MK: TSH-528. [Cột bao: 1 tép 50 cái gấp đôi, 1 xấp gồm 2 tép (100 cái) trở đầu, buột dây chữ thập]",8000,1176
10/1/2024,MP24/10-002,SO2409-0066,TPH055090G147TDLU.TSH528,"Bao TP-PP, trắng đục, may miệng, , K55.0x90PB(+/-1), lồng LDPE-K58x113x42g, TL: PP-105g + PE-42g = 147g/bộ, MK: TSH-528 [Ép kiện: 300cái/kiện, bắn đai 3 ngang x 2 dọc]",8000,1176,MAY,MMI055090G105TDLU.TSH528,"[MAY MIỆNG] Bao PP, trắng đục, K55x90PB (+/-1), miệng gấp 1 lần may 1 đường PP600D, đáy gấp 2 lần may 2 đường PP900D, TL: 104.41gr/cái(+/-3), MK:TSH-528",BAO,KG,8000,835.28,LOB-LD055090TDLU.TSH528,"[LỒNG BAO]Bao PP trắng đục K55x90PB,miệng gấp 1 lần may 1 đường PP600D), gấp đáy 2 lần may 2 đường 900D,TL PP: 104.41g/cái, lồng túi LDPE 58x113(+1/-0) TL túi 42gr (+/-1), tổng cộng 146.41 (gr/bộ), MK: TSH-528",8000,1171.28
10/1/2024,MP24/10-002,SO2409-0066,TPH055090G147TDLU.TSH528,"Bao TP-PP, trắng đục, may miệng, , K55.0x90PB(+/-1), lồng LDPE-K58x113x42g, TL: PP-105g + PE-42g = 147g/bộ, MK: TSH-528 [Ép kiện: 300cái/kiện, bắn đai 3 ngang x 2 dọc]",8000,1176,IN,INB055093TDLU.TSH528,"Bao PP-In, màu trắng đục, khổ 55x93PB (+/-1), gấp đáy 2 lần may 2 đường PP900D, MK: TSH-528, TL sau in: 104.01gr/cái(+/-3g).",CAI,KG,8007,832.8081,MMI055090G105TDLU.TSH528,"[MAY MIỆNG] Bao PP, trắng đục, K55x90PB (+/-1), miệng gấp 1 lần may 1 đường PP600D, đáy gấp 2 lần may 2 đường PP900D, TL: 104.41gr/cái(+/-3), MK:TSH-528",8000,835.28
10/1/2024,MP24/10-002,SO2409-0066,TPH055090G147TDLU.TSH528,"Bao TP-PP, trắng đục, may miệng, , K55.0x90PB(+/-1), lồng LDPE-K58x113x42g, TL: PP-105g + PE-42g = 147g/bộ, MK: TSH-528 [Ép kiện: 300cái/kiện, bắn đai 3 ngang x 2 dọc]",8000,1176,BAO,CMA055093G102TDLU,"[Cắt, may đáy] Bao PP, màu trắng đục, khổ 55x93PB(+/-1), cắt thẳng dài 98cm, gấp đáy 2 lần may 2 đường chỉ PP900D, TL: 103.01gr/cái(+/-3).",Cái,KG,8127,837.1623,INB055093TDLU.TSH528,"Bao PP-In, màu trắng đục, khổ 55x93PB (+/-1), gấp đáy 2 lần may 2 đường PP900D, MK: TSH-528, TL sau in: 104.01gr/cái(+/-3g).",8007,832.80807
10/1/2024,MP24/10-002,SO2409-0066,TPH055090G147TDLU.TSH528,"Bao TP-PP, trắng đục, may miệng, , K55.0x90PB(+/-1), lồng LDPE-K58x113x42g, TL: PP-105g + PE-42g = 147g/bộ, MK: TSH-528 [Ép kiện: 300cái/kiện, bắn đai 3 ngang x 2 dọc]",8000,1176,TPH-1552,THACALUI055105105104TRDU,"Cuộn PP, màu trắng đuc, K55cm (+/-0.5), MĐ: 10.5x10.5, TL: 104.5g/m (95gsm).",M,KG,7967.152,832.5674,CMA055093G102TDLU,"[Cắt, may đáy] Bao PP, màu trắng đục, khổ 55x93PB(+/-1), cắt thẳng dài 98cm, gấp đáy 2 lần may 2 đường chỉ PP900D, TL: 103.01gr/cái(+/-3).",8127,837.16227
10/1/2024,MP24/10-002,SO2409-0066,TPH055090G147TDLU.TSH528,"Bao TP-PP, trắng đục, may miệng, , K55.0x90PB(+/-1), lồng LDPE-K58x113x42g, TL: PP-105g + PE-42g = 147g/bộ, MK: TSH-528 [Ép kiện: 300cái/kiện, bắn đai 3 ngang x 2 dọc]",8000,1176,TPH-1551,SOI-LU-01,"Sợi PP, trắng đục, 1030D, bản sợi 2.45mm(4kgf).",KG,KG,844.6376,844.6376,THACALUI055105105104TRDU,"Cuộn PP, màu trắng đuc, K55cm (+/-0.5), MĐ: 10.5x10.5, TL: 104.5g/m (95gsm).",11154.01,1165.59
10/1/2024,MP24/10-002,SO2409-0066,TPH055090G147TDLU.TSH528,"Bao TP-PP, trắng đục, may miệng, , K55.0x90PB(+/-1), lồng LDPE-K58x113x42g, TL: PP-105g + PE-42g = 147g/bộ, MK: TSH-528 [Ép kiện: 300cái/kiện, bắn đai 3 ngang x 2 dọc]",8000,1176,HAT_PP,HAT-PPKC,Hạt nhựa PP kéo sợi.,KG,KG,552.5379,552.5379,SOI-LU-01,"Sợi PP, trắng đục, 1030D, bản sợi 2.45mm(4kgf).",1182.49237,1182.49237
10/1/2024,MP24/10-002,SO2409-0066,TPH055090G147TDLU.TSH528,"Bao TP-PP, trắng đục, may miệng, , K55.0x90PB(+/-1), lồng LDPE-K58x113x42g, TL: PP-105g + PE-42g = 147g/bộ, MK: TSH-528 [Ép kiện: 300cái/kiện, bắn đai 3 ngang x 2 dọc]",8000,1176,HATTAICAL,HAT-TACKS-JB,Hạt Taical kéo sợi Jumbo. [Hanotech: HF006R] [Châu Âu: PP1002BRT],KG,KG,303.915,303.915,SOI-LU-01,"Sợi PP, trắng đục, 1030D, bản sợi 2.45mm(4kgf).",1182.49237,1182.49237
10/1/2024,MP24/10-002,SO2409-0066,TPH055090G147TDLU.TSH528,"Bao TP-PP, trắng đục, may miệng, , K55.0x90PB(+/-1), lồng LDPE-K58x113x42g, TL: PP-105g + PE-42g = 147g/bộ, MK: TSH-528 [Ép kiện: 300cái/kiện, bắn đai 3 ngang x 2 dọc]",8000,1176,TAY,HAT-TAYOP10,Hạt tẩy trắng quang học OP10 (Đại Á),KG,KG,0.8605,0.8605,SOI-LU-01,"Sợi PP, trắng đục, 1030D, bản sợi 2.45mm(4kgf).",1182.49237,1182.49237
10/1/2024,MP24/10-002,SO2409-0066,TPH055090G147TDLU.TSH528,"Bao TP-PP, trắng đục, may miệng, , K55.0x90PB(+/-1), lồng LDPE-K58x113x42g, TL: PP-105g + PE-42g = 147g/bộ, MK: TSH-528 [Ép kiện: 300cái/kiện, bắn đai 3 ngang x 2 dọc]",8000,1176,01,040010015000000,"Chỉ may PP 900D, màu trắng không tẩy.(Cơ lý > or = 3.6Kgf. Độ dãn > or = 20%, Nhúng hồ 20 điểm/1 mét (5cm/điểm), màu trắng không tẩy), kháng UV 1-2%",KG,KG,4.88,4.88,CMA055093G102TDLU,"[Cắt, may đáy] Bao PP, màu trắng đục, khổ 55x93PB(+/-1), cắt thẳng dài 98cm, gấp đáy 2 lần may 2 đường chỉ PP900D, TL: 103.01gr/cái(+/-3).",8127,837.16227
10/1/2024,MP24/10-002,SO2409-0066,TPH055090G147TDLU.TSH528,"Bao TP-PP, trắng đục, may miệng, , K55.0x90PB(+/-1), lồng LDPE-K58x113x42g, TL: PP-105g + PE-42g = 147g/bộ, MK: TSH-528 [Ép kiện: 300cái/kiện, bắn đai 3 ngang x 2 dọc]",8000,1176,MDM,MUC-IN,"TL phụ thuộc vào số mặt in, màu, diện tích phủ.",KG,KG,8.128,8.128,INB055093TDLU.TSH528,"Bao PP-In, màu trắng đục, khổ 55x93PB (+/-1), gấp đáy 2 lần may 2 đường PP900D, MK: TSH-528, TL sau in: 104.01gr/cái(+/-3g).",8007,832.80807
10/1/2024,MP24/10-002,SO2409-0066,TPH055090G147TDLU.TSH528,"Bao TP-PP, trắng đục, may miệng, , K55.0x90PB(+/-1), lồng LDPE-K58x113x42g, TL: PP-105g + PE-42g = 147g/bộ, MK: TSH-528 [Ép kiện: 300cái/kiện, bắn đai 3 ngang x 2 dọc]",8000,1176,01,040010012000000,"Chỉ may PP 600D, màu trắng không tẩy. Cơ lý > or = 2.4Kgf. Độ dãn > or =20%, Nhúng hồ 20 điểm/1 mét (5cm/điểm). Kháng UV 1-2%",KG,KG,3.2,3.2,MMI055090G105TDLU.TSH528,"[MAY MIỆNG] Bao PP, trắng đục, K55x90PB (+/-1), miệng gấp 1 lần may 1 đường PP600D, đáy gấp 2 lần may 2 đường PP900D, TL: 104.41gr/cái(+/-3), MK:TSH-528",8000,835.28
