Ngày SX,Tên máy,Ca,Tên TT,Tên TP,Đơn hàng,Số KHTK,LSX,Mã Sợi,Tên Sợi,Số lượng sợi yêu cầu,Số lượng phế theo bom,Số lượng sợi đạt,Số lượng sợi tạm nhập,Số lượng sợi phế,Số lượng sợi chênh lệch với KH,Số lượng phế chênh lệch với KH,Đánh giá % sợi,Đánh giá % phế,Đánh giá
3/11/2024,O01,Ngày,,,SO2403-0001,MP24/03-006,LSX02/24-033,SUI-TRANG,Sủi trắng,0,0,4400,0,0,-4400,0,,,Không đạt
3/12/2024,SOI3,Ngày,,,SO2402-0042,MP24/03-011,LSX03/24-007,SOI-TM15,"Sợi PP, trắng đục, 600D, 2.60mm, 2.60kgF, 20%.",0,0,255.7,0,21,-255.7,-21,,,Không đạt
3/12/2024,SOI3,Ngày,,,SO2401-0024,MP24/01-026,LSX01/24-071,SOI-MA3-1,"Sợi PP, 880D, 2.91mm, trắng trong. [012Talc] [Cảnh báo: Không sử dụng sợi đồng cấp cho sợi này]",0,0,1940.3,0,0,-1940.3,0,,,Không đạt
3/12/2024,SOI2,Ngày,,,SO2402-0028,MP24/02-039,LSX02/24-030,SOI-GL4-4,"Sợi PP, trắng đục, 760D, 2.60mm. [No recycle]",0,0,2548,0,12,-2548,-12,,,Không đạt
3/12/2024,SOI2,Đêm,,,SO2402-0028,MP24/02-039,LSX02/24-030,SOI-GL4-4,"Sợi PP, trắng đục, 760D, 2.60mm. [No recycle]",0,0,413.8,0,0,-413.8,0,,,Không đạt
3/12/2024,SOI2,Đêm,,,SO2402-0040,MP24/03-012,LSX03/24-020,SOI-HV14,"Sợi PP, trắng đục, 730D, 2.55mm. [Non-Recycled]",0,0,982.9,0,0,-982.9,0,,,Không đạt
3/12/2024,SOI2,Đêm,,,SO2402-0020,MP24/02-027,LSX03/24-005,SOI-SP21-HD,"Sợi PP, màu trắng đục, 800D, bản sợi 2.55mm.",0,0,1563.2,0,12,-1563.2,-12,,,Không đạt
3/12/2024,SOI3,Đêm,,,SO2401-0024,MP24/01-026,LSX01/24-071,SOI-MA3-1,"Sợi PP, 880D, 2.91mm, trắng trong. [012Talc] [Cảnh báo: Không sử dụng sợi đồng cấp cho sợi này]",0,0,2891.4,0,1,-2891.4,-1,,,Không đạt
3/13/2024,O01,Ngày,,,SO2403-0001,MP24/03-006,LSX02/24-033,SUI-TRANG,Sủi trắng,0,0,4120,0,0,-4120,0,,,Không đạt
3/13/2024,SOI3,Ngày,,,SO2401-0024,MP24/01-026,LSX01/24-071,SOI-MA3-1,"Sợi PP, 880D, 2.91mm, trắng trong. [012Talc] [Cảnh báo: Không sử dụng sợi đồng cấp cho sợi này]",0,0,862.75,0,5,-862.75,-5,,,Không đạt
3/13/2024,SOI3,Ngày,,,SO2402-0002,MP24/02-001,LSX03/24-025,SOI-MA3-1,"Sợi PP, 880D, 2.91mm, trắng trong. [012Talc] [Cảnh báo: Không sử dụng sợi đồng cấp cho sợi này]",0,0,1674.35,0,0,-1674.35,0,,,Không đạt
3/13/2024,SOI2,Ngày,,,SO2402-0020,MP24/02-027,LSX03/24-005,SOI-SP21-HD,"Sợi PP, màu trắng đục, 800D, bản sợi 2.55mm.",0,0,2437,0,8,-2437,-8,,,Không đạt
3/13/2024,SOI2,Đêm,,,SO2402-0020,MP24/02-027,LSX03/24-005,SOI-SP21-HD,"Sợi PP, màu trắng đục, 800D, bản sợi 2.55mm.",0,0,383.4,0,30,-383.4,-30,,,Không đạt
3/13/2024,SOI2,Đêm,,,SO2402-0042,MP24/03-011,LSX03/24-007,SOI-TM15,"Sợi PP, trắng đục, 600D, 2.60mm, 2.60kgF, 20%.",0,0,1862,0,0,-1862,0,,,Không đạt
3/13/2024,SOI3,Đêm,,,SO2402-0002,MP24/02-001,LSX03/24-025,SOI-MA3-1,"Sợi PP, 880D, 2.91mm, trắng trong. [012Talc] [Cảnh báo: Không sử dụng sợi đồng cấp cho sợi này]",0,0,1855.8,0,0,-1855.8,0,,,Không đạt
3/13/2024,SOI3,Đêm,,,SO2402-0028,MP24/02-039,LSX02/24-030,SOI-GL4-4,"Sợi PP, trắng đục, 760D, 2.60mm. [No recycle]",0,0,1332.9,0,35,-1332.9,-35,,,Không đạt
3/13/2024,SOI7,Ngày,,,SO2402-0028,MP24/02-039,LSX02/24-030,SOI-GL15,"Sợi PP, trắng đục, 920D, 2.25mm. [33.3TC] [Recycled]",0,0,279,0,5,-279,-5,,,Không đạt
3/13/2024,SOI7,Ngày,,,SO2403-0021,MP24/03-031,LSX03/24-022,SOI-MK13-1,"Sợi PP, trắng tẩy, 830D, 2.6mm (cũ 2.50mm).(dùng hạt tẩy)",0,0,0,214,0,-214,0,,,Không đạt
3/13/2024,SOI7,Ngày,,,SO2403-0021,MP24/03-031,LSX03/24-022,SOI-MK13-1,"Sợi PP, trắng tẩy, 830D, 2.6mm (cũ 2.50mm).(dùng hạt tẩy)",0,0,4212,0,20,-4212,-20,,,Không đạt
3/13/2024,SOI8,Ngày,,,SO2402-0037,MP24/02-045,LSX02/24-031,SOI-MTD-02-1,"Sợi PP, trắng đục, 700D, 2.91mm. [13.3%]",0,0,3604,0,26,-3604,-26,,,Không đạt
3/13/2024,SOI7,Đêm,,,SO2403-0021,MP24/03-031,LSX03/24-022,SOI-MK13-1,"Sợi PP, trắng tẩy, 830D, 2.6mm (cũ 2.50mm).(dùng hạt tẩy)",0,0,227.3,0,0,-227.3,0,,,Không đạt
3/13/2024,SOI7,Đêm,,,SO2311-0037,MP23/11-044,LSX12/23-003,SOI-KC15,"Sợi PP, trắng tẩy, 1110D, 2.35mm. [Không sủi, dùng hạt tẩy OP10]",0,0,4921.6,0,10,-4921.6,-10,,,Không đạt
3/13/2024,SOI8,Đêm,,,SO2402-0037,MP24/02-045,LSX02/24-031,SOI-MTD-02-1,"Sợi PP, trắng đục, 700D, 2.91mm. [13.3%]",0,0,3307.6,0,10,-3307.6,-10,,,Không đạt
3/13/2024,SOI8,Đêm,,,SO2402-0006,MP24/02-010,LSX02/24-011,SOI-DVA-03,"Sợi PP, màu vàng (EMH 22269) , 2.6mm, 830D.",0,0,929.6,0,23,-929.6,-23,,,Không đạt
3/14/2024,SOI2,Ngày,,,SO2402-0042,MP24/03-011,LSX03/24-007,SOI-TM15,"Sợi PP, trắng đục, 600D, 2.60mm, 2.60kgF, 20%.",0,0,2056.2,0,12,-2056.2,-12,,,Không đạt
3/14/2024,SOI3,Ngày,,,SO2402-0028,MP24/02-039,LSX02/24-030,SOI-GL4-4,"Sợi PP, trắng đục, 760D, 2.60mm. [No recycle]",0,0,1106.739,0,10,-1106.739,-10,,,Không đạt
3/14/2024,SOI3,Ngày,,,SO2401-0013,MP24/01-010,LSX03/24-006,SOI-GL4-4,"Sợi PP, trắng đục, 760D, 2.60mm. [No recycle]",0,0,522.56,0,0,-522.56,0,,,Không đạt
3/14/2024,SOI3,Ngày,,,SO2402-0036,MP24/03-027,LSX03/24-028,SOI-DTD-05,"Sợi PP trắng tẩy 630D, bản sợi 2.6mm [36%TC]",0,0,1713.2,0,10,-1713.2,-10,,,Không đạt
3/14/2024,SOI3,Ngày,,,SO2402-0036,MP24/03-027,LSX03/24-028,SOI-DTD-05,"Sợi PP trắng tẩy 630D, bản sợi 2.6mm [36%TC]",0,0,85.1,0,0,-85.1,0,,,Không đạt
3/14/2024,SOI6,Ngày,,,SO2401-0046,MP24/01-055,LSX03/24-030,SOI-PRTD-03,"Sợi PP, màu trắng đục, 790D, bản sợi 3.3mm",0,0,584.8,0,22,-584.8,-22,,,Không đạt
3/14/2024,SOI2,Đêm,,,SO2402-0042,MP24/03-011,LSX03/24-007,SOI-TM15,"Sợi PP, trắng đục, 600D, 2.60mm, 2.60kgF, 20%.",0,0,404.4,0,0,-404.4,0,,,Không đạt
